Country,Air Quality Network,Air Quality Network Name,Air Quality Station EoI Code,Air Quality Station Name,Sampling Point Id,Air Pollutant,Air Pollutant Description,Data Aggregation Process Id,Data Aggregation Process,Year,Air Pollution Level,Unit Of Air Pollution Level,Data Coverage,Verification,Air Quality Station Type,Air Quality Station Area,Longitude,Latitude,Altitude,City,City Code,City Population,Source Of Data Flow,Calculation Time,Link to raw data (only E1a/validated data from AQ e-Reporting),Observation Frequency
"Italy","NET.IT112A","Regione Lazio","IT2247A","Villa Guglielmi","SPO.IT2247A_6001_BETA_2017-02-18_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-day-max","1 year day max","2024","44.900","ug/m3","98.63","1","Background","Urban","12.2370","41.7682","2.0","","","","E1a/validated data AQ e-Reporting","10/02/2026 23:01:43","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2247A_6001_BETA_2017-02-18_00_00_00.parquet","day"
"Italy","NET.IT114A","Rete di Rilevamento della Qualit� dell'Aria della Provincia di Sondrio","IT1967A","SONDRIO - VIA PARIBELLI","SPO.IT1967A_6001_BETA_2009-01-01_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-3daysAbove50","3 consecutive days in exceedance of 50","2024","0.000","count","97.54","1","Background","Urban","9.8803","46.1686","290.0","","","","E1a/validated data AQ e-Reporting","10/02/2026 23:01:17","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT1967A_6001_BETA_2009-01-01_00_00_00.parquet","day"
"Italy","NET.IT112A","Regione Lazio","IT2247A","Villa Guglielmi","SPO.IT2247A_6001_BETA_2017-02-18_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-daysAbove50","1 year day exceed 50","2024","0.000","count","98.63","1","Background","Urban","12.2370","41.7682","2.0","","","","E1a/validated data AQ e-Reporting","10/02/2026 23:02:38","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2247A_6001_BETA_2017-02-18_00_00_00.parquet","day"
"Italy","NET.IT112A","Regione Lazio","IT2251A","Faro","SPO.IT2251A_6001_BETA_2016-05-28_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P3Y","3 subsequent calendar years mean","2024","8.577","ug/m3","92.52","1","Background","Urban","11.8177","42.0988","124.0","","","","E1a/validated data AQ e-Reporting","10/02/2026 23:04:51","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2251A_6001_BETA_2016-05-28_00_00_00.parquet","day"
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT2227A","Avellino Scuola Alighieri","SPO.IT2227A_6001_BETA_2015-05-01_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-day-per50","1 year 50 %ile of daily values in a year","2024","8.270","ug/m3","98.36","1","Traffic","Urban","14.7855","40.9188","357.0","Avellino                                                                        ","IT057C1                                           ","53346","E1a/validated data AQ e-Reporting","10/02/2026 23:02:14","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2227A_6001_BETA_2015-05-01_00_00_00.parquet","hour"
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT2223A","Tirrenopower Volla","SPO.IT2223A_6001_LIGHT-SCAT_2019-05-03_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-day-max","1 year day max","2024","110.267","ug/m3","97.54","1","Industrial","Suburban","14.3500","40.8864","20.0","Napoli (greater city)                                                           ","IT003K1                                           ","2855958","E1a/validated data AQ e-Reporting","10/02/2026 23:01:43","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2223A_6001_LIGHT-SCAT_2019-05-03_00_00_00.parquet","hour"
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT2223A","Tirrenopower Volla","SPO.IT2223A_6001_LIGHT-SCAT_2019-05-03_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-hr-per50","1 year 50 percentile","2024","13.000","ug/m3","97.95","1","Industrial","Suburban","14.3500","40.8864","20.0","Napoli (greater city)                                                           ","IT003K1                                           ","2855958","E1a/validated data AQ e-Reporting","10/02/2026 23:03:53","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2223A_6001_LIGHT-SCAT_2019-05-03_00_00_00.parquet","hour"
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT0898A","NA06 MUSEO NAZIONALE","SPO.IT0898A_6001_BETA_2016-08-09_20:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-3daysAbove50","3 consecutive days in exceedance of 50","2024","0.000","count","92.90","1","Traffic","Urban","14.2513","40.8542","46.0","Napoli (greater city)                                                           ","IT003K1                                           ","2855958","E1a/validated data AQ e-Reporting","10/02/2026 23:01:17","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT0898A_6001_BETA_2016-08-09_20_00_00.parquet","hour"
"Italy","NET.IT112A","Regione Lazio","IT2252A","Campo dell'Oro","SPO.IT2252A_6001_BETA_2017-01-17_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-day-per50","1 year 50 %ile of daily values in a year","2024","7.400","ug/m3","83.88","1","Background","Urban","11.8094","42.0818","19.0","","","","E1a/validated data AQ e-Reporting","10/02/2026 23:02:14","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2252A_6001_BETA_2017-01-17_00_00_00.parquet","day"
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT2228A","Benevento Campo Sportivo","SPO.IT2228A_6001_BETA_2015-05-01_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-day-min","1 year day min","2024","2.613","ug/m3","98.91","1","Background","Urban","14.7800","41.1157","125.0","","","","E1a/validated data AQ e-Reporting","10/02/2026 23:02:04","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2228A_6001_BETA_2015-05-01_00_00_00.parquet","hour"
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT2269A","Parco Mercatello","SPO.IT2269A_6001_BETA_2016-03-20_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-day-min","1 year day min","2024","","ug/m3","0.00","3","Background","Urban","14.8045","40.6614","11.0","Salerno                                                                         ","IT032C1                                           ","131556","E1a/validated data AQ e-Reporting","10/02/2026 23:02:04","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2269A_6001_BETA_2016-03-20_00_00_00.parquet","hour"
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT2269A","Parco Mercatello","SPO.IT2269A_6001_BETA_2016-03-20_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-hr-max","1 year hour max","2024","","ug/m3","0.00","3","Background","Urban","14.8045","40.6614","11.0","Salerno                                                                         ","IT032C1                                           ","131556","E1a/validated data AQ e-Reporting","10/02/2026 23:03:19","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2269A_6001_BETA_2016-03-20_00_00_00.parquet","hour"
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT2269A","Parco Mercatello","SPO.IT2269A_6001_BETA_2016-03-20_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-hr-per50","1 year 50 percentile","2024","","ug/m3","0.00","3","Background","Urban","14.8045","40.6614","11.0","Salerno                                                                         ","IT032C1                                           ","131556","E1a/validated data AQ e-Reporting","10/02/2026 23:03:53","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2269A_6001_BETA_2016-03-20_00_00_00.parquet","hour"
"Italy","NET.IT112A","Regione Lazio","IT0885A","CIVITAVECCHIA","SPO.IT0885A_6001_BETA_2023-10-27_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-daysAbove50","1 year day exceed 50","2024","0.000","count","94.81","1","Background","Urban","11.8025","42.0916","26.0","","","","E1a/validated data AQ e-Reporting","10/02/2026 23:02:38","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT0885A_6001_BETA_2023-10-27_00_00_00.parquet","day"
"Italy","NET.IT112A","Regione Lazio","IT0989A","LEONESSA","SPO.IT0989A_6001_BETA_2010-06-19_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-day-min","1 year day min","2024","1.300","ug/m3","97.27","1","Background","Rural","12.9621","42.5726","948.0","","","","E1a/validated data AQ e-Reporting","10/02/2026 23:02:04","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT0989A_6001_BETA_2010-06-19_00_00_00.parquet","day"
"Italy","NET.IT107A","Rete di Rilevamento della Qualit� dell'Aria della Provincia di Lecco","IT1826A","LECCO VIA SORA","SPO.IT1826A_6001_BETA_2008-02-09_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-daysAbove25","1 year day exceed 25","2024","23.000","count","92.62","1","Background","Urban","9.3958","45.8494","267.0","Lecco                                                                           ","IT060C1                                           ","48058","E1a/validated data AQ e-Reporting","10/02/2026 23:02:27","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT1826A_6001_BETA_2008-02-09_00_00_00.parquet","day"
"Italy","NET.IT109A","Rete di Rilevamento della Qualit� dell'Aria della Provincia di Cremona","IT2063A","SPINADESCO","SPO.IT2063A_6001_BETA_2011-02-16_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-day-per50","1 year 50 %ile of daily values in a year","2024","17.300","ug/m3","96.72","1","Industrial","Rural","9.9403","45.1483","48.0","","","","E1a/validated data AQ e-Reporting","10/02/2026 23:02:14","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2063A_6001_BETA_2011-02-16_00_00_00.parquet","day"
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT2219A","Acerra scuola Caporale","SPO.IT2219A_6001_BETA_2015-01-01_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-daysAbove50","1 year day exceed 50","2024","19.000","count","96.17","1","Background","Urban","14.3698","40.9411","27.0","","","","E1a/validated data AQ e-Reporting","10/02/2026 23:02:38","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2219A_6001_BETA_2015-01-01_00_00_00.parquet","hour"
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT2219A","Acerra scuola Caporale","SPO.IT2219A_6001_BETA_2015-01-01_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-hr-per50","1 year 50 percentile","2024","13.400","ug/m3","97.70","1","Background","Urban","14.3698","40.9411","27.0","","","","E1a/validated data AQ e-Reporting","10/02/2026 23:03:53","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2219A_6001_BETA_2015-01-01_00_00_00.parquet","hour"
"Italy","NET.IT112A","Regione Lazio","IT2013A","FROSINONE MAZZINI","SPO.IT2013A_6001_BETA_2010-09-05_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-day-max","1 year day max","2024","65.470","ug/m3","93.44","1","Background","Urban","13.3490","41.6396","242.0","","","","E1a/validated data AQ e-Reporting","10/02/2026 23:01:43","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2013A_6001_BETA_2010-09-05_00_00_00.parquet","day"
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT2221A","Tirrenopower Via Epomeo","SPO.IT2221A_6001_LIGHT-SCAT_2020-01-28_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-hr-max","1 year hour max","2024","315.100","ug/m3","96.99","1","Industrial","Urban","14.2057","40.8449","83.0","Napoli (greater city)                                                           ","IT003K1                                           ","2855958","E1a/validated data AQ e-Reporting","10/02/2026 23:03:19","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2221A_6001_LIGHT-SCAT_2020-01-28_00_00_00.parquet","hour"
"Italy","NET.IT112A","Regione Lazio","IT2013A","FROSINONE MAZZINI","SPO.IT2013A_6001_BETA_2010-09-05_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-daysAbove50","1 year day exceed 50","2024","1.000","count","93.44","1","Background","Urban","13.3490","41.6396","242.0","","","","E1a/validated data AQ e-Reporting","10/02/2026 23:02:38","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2013A_6001_BETA_2010-09-05_00_00_00.parquet","day"
"Italy","NET.IT112A","Regione Lazio","IT2013A","FROSINONE MAZZINI","SPO.IT2013A_6001_BETA_2010-09-05_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-P1D-per99","1 year 99 percentile of daily means (P1D) or .../aq/primaryObservation/day","2024","45.760","ug/m3","93.44","1","Background","Urban","13.3490","41.6396","242.0","","","","E1a/validated data AQ e-Reporting","10/02/2026 23:04:44","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2013A_6001_BETA_2010-09-05_00_00_00.parquet","day"
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT2221A","Tirrenopower Via Epomeo","SPO.IT2221A_6001_LIGHT-SCAT_2020-01-28_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-P1D-per95.07","1 year 95.07 percentile of daily means (P1D) or .../aq/primaryObservation/day","2024","20.804","ug/m3","96.45","1","Industrial","Urban","14.2057","40.8449","83.0","Napoli (greater city)                                                           ","IT003K1                                           ","2855958","E1a/validated data AQ e-Reporting","10/02/2026 23:04:38","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2221A_6001_LIGHT-SCAT_2020-01-28_00_00_00.parquet","hour"
"Italy","NET.IT112A","Regione Lazio","IT0889A","COLLEFERRO EUROPA","SPO.IT0889A_6001_BETA_2018-07-05_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-day-per50","1 year 50 %ile of daily values in a year","2024","13.400","ug/m3","97.81","1","Background","Suburban","13.0097","41.7250","220.0","","","","E1a/validated data AQ e-Reporting","10/02/2026 23:02:14","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT0889A_6001_BETA_2018-07-05_00_00_00.parquet","day"
"Italy","NET.IT112A","Regione Lazio","IT0889A","COLLEFERRO EUROPA","SPO.IT0889A_6001_BETA_2018-07-05_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-P1D-per95.07","1 year 95.07 percentile of daily means (P1D) or .../aq/primaryObservation/day","2024","42.900","ug/m3","97.81","1","Background","Suburban","13.0097","41.7250","220.0","","","","E1a/validated data AQ e-Reporting","10/02/2026 23:04:38","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT0889A_6001_BETA_2018-07-05_00_00_00.parquet","day"
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT2216A","Casoria Scuola Palizzi (CAM)","SPO.IT2216A_6001_BETA_2015-01-01_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-hr-max","1 year hour max","2024","789.100","ug/m3","98.58","1","Background","Suburban","14.2987","40.9146","57.0","Napoli (greater city)                                                           ","IT003K1                                           ","2855958","E1a/validated data AQ e-Reporting","10/02/2026 23:03:19","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2216A_6001_BETA_2015-01-01_00_00_00.parquet","hour"
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT2216A","Casoria Scuola Palizzi (CAM)","SPO.IT2216A_6001_BETA_2015-01-01_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-hr-min","1 year hour min","2024","0.900","ug/m3","98.58","1","Background","Suburban","14.2987","40.9146","57.0","Napoli (greater city)                                                           ","IT003K1                                           ","2855958","E1a/validated data AQ e-Reporting","10/02/2026 23:03:46","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2216A_6001_BETA_2015-01-01_00_00_00.parquet","hour"
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT2216A","Casoria Scuola Palizzi (CAM)","SPO.IT2216A_6001_BETA_2015-01-01_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-P1D-per95.07","1 year 95.07 percentile of daily means (P1D) or .../aq/primaryObservation/day","2024","45.783","ug/m3","97.54","1","Background","Suburban","14.2987","40.9146","57.0","Napoli (greater city)                                                           ","IT003K1                                           ","2855958","E1a/validated data AQ e-Reporting","10/02/2026 23:04:38","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2216A_6001_BETA_2015-01-01_00_00_00.parquet","hour"
"Italy","NET.IT112A","Regione Lazio","IT2013A","FROSINONE MAZZINI","SPO.IT2013A_6001_BETA_2010-09-05_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-daysAbove25","1 year day exceed 25","2024","36.000","count","93.44","1","Background","Urban","13.3490","41.6396","242.0","","","","E1a/validated data AQ e-Reporting","10/02/2026 23:02:27","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2013A_6001_BETA_2010-09-05_00_00_00.parquet","day"
"Italy","NET.IT112A","Regione Lazio","IT1183A","CASSINO","SPO.IT1183A_6001_BETA_2010-07-03_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-day-max","1 year day max","2024","104.100","ug/m3","94.26","1","Traffic","Urban","13.8307","41.4885","39.0","","","","E1a/validated data AQ e-Reporting","10/02/2026 23:01:43","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT1183A_6001_BETA_2010-07-03_00_00_00.parquet","day"
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT1504A","SA22 Ospedale via Vernieri","SPO.IT1504A_6001_BETA_2016-03-10_22:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-day-max","1 year day max","2024","49.658","ug/m3","95.63","1","Traffic","Urban","14.7697","40.6839","35.0","Salerno                                                                         ","IT032C1                                           ","131556","E1a/validated data AQ e-Reporting","10/02/2026 23:01:43","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT1504A_6001_BETA_2016-03-10_22_00_00.parquet","hour"
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT1504A","SA22 Ospedale via Vernieri","SPO.IT1504A_6001_BETA_2016-03-10_22:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-day-per50","1 year 50 %ile of daily values in a year","2024","10.833","ug/m3","95.63","1","Traffic","Urban","14.7697","40.6839","35.0","Salerno                                                                         ","IT032C1                                           ","131556","E1a/validated data AQ e-Reporting","10/02/2026 23:02:14","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT1504A_6001_BETA_2016-03-10_22_00_00.parquet","hour"
"Italy","NET.IT112A","Regione Lazio","IT1183A","CASSINO","SPO.IT1183A_6001_BETA_2010-07-03_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-daysAbove50","1 year day exceed 50","2024","31.000","count","94.26","1","Traffic","Urban","13.8307","41.4885","39.0","","","","E1a/validated data AQ e-Reporting","10/02/2026 23:02:38","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT1183A_6001_BETA_2010-07-03_00_00_00.parquet","day"
"Italy","NET.IT112A","Regione Lazio","IT1183A","CASSINO","SPO.IT1183A_6001_BETA_2010-07-03_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-P1D-per95.07","1 year 95.07 percentile of daily means (P1D) or .../aq/primaryObservation/day","2024","61.900","ug/m3","94.26","1","Traffic","Urban","13.8307","41.4885","39.0","","","","E1a/validated data AQ e-Reporting","10/02/2026 23:04:38","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT1183A_6001_BETA_2010-07-03_00_00_00.parquet","day"
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT2228A","Benevento Campo Sportivo","SPO.IT2228A_6001_BETA_2015-05-01_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-P1D-per95.07","1 year 95.07 percentile of daily means (P1D) or .../aq/primaryObservation/day","2024","35.654","ug/m3","98.91","1","Background","Urban","14.7800","41.1157","125.0","","","","E1a/validated data AQ e-Reporting","10/02/2026 23:04:38","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2228A_6001_BETA_2015-05-01_00_00_00.parquet","hour"
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT1486A","CE51 ISTITUTO MANZONI","SPO.IT1486A_6001_BETA_2016-03-09_22:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-day-per50","1 year 50 %ile of daily values in a year","2024","9.000","ug/m3","73.77","1","Background","Urban","14.3447","41.0844","68.0","Caserta                                                                         ","IT021C1                                           ","73984","E1a/validated data AQ e-Reporting","10/02/2026 23:02:14","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT1486A_6001_BETA_2016-03-09_22_00_00.parquet","hour"
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT2270A","Portici parco reggia","SPO.IT2270A_6001_BETA_2016-07-01_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-3daysAbove50","3 consecutive days in exceedance of 50","2024","0.000","count","95.90","1","Background","Urban","14.3493","40.8159","75.0","Napoli (greater city)                                                           ","IT003K1                                           ","2855958","E1a/validated data AQ e-Reporting","10/02/2026 23:01:17","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2270A_6001_BETA_2016-07-01_00_00_00.parquet","hour"
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT2270A","Portici parco reggia","SPO.IT2270A_6001_BETA_2016-07-01_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-hr-per50","1 year 50 percentile","2024","8.600","ug/m3","96.97","1","Background","Urban","14.3493","40.8159","75.0","Napoli (greater city)                                                           ","IT003K1                                           ","2855958","E1a/validated data AQ e-Reporting","10/02/2026 23:03:53","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2270A_6001_BETA_2016-07-01_00_00_00.parquet","hour"
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT2270A","Portici parco reggia","SPO.IT2270A_6001_BETA_2016-07-01_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-P1D-per95.07","1 year 95.07 percentile of daily means (P1D) or .../aq/primaryObservation/day","2024","21.183","ug/m3","95.90","1","Background","Urban","14.3493","40.8159","75.0","Napoli (greater city)                                                           ","IT003K1                                           ","2855958","E1a/validated data AQ e-Reporting","10/02/2026 23:04:38","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2270A_6001_BETA_2016-07-01_00_00_00.parquet","hour"
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT2226A","Pomigliano d'Arco Area ASI","SPO.IT2226A_6001_BETA_2015-05-01_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-hr-min","1 year hour min","2024","0.100","ug/m3","91.11","1","Industrial","Suburban","14.3895","40.9209","29.0","Napoli (greater city)                                                           ","IT003K1                                           ","2855958","E1a/validated data AQ e-Reporting","10/02/2026 23:03:46","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2226A_6001_BETA_2015-05-01_00_00_00.parquet","hour"
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT2221A","Tirrenopower Via Epomeo","SPO.IT2221A_6001_LIGHT-SCAT_2020-01-28_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-day-max","1 year day max","2024","49.208","ug/m3","96.45","1","Industrial","Urban","14.2057","40.8449","83.0","Napoli (greater city)                                                           ","IT003K1                                           ","2855958","E1a/validated data AQ e-Reporting","10/02/2026 23:01:43","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2221A_6001_LIGHT-SCAT_2020-01-28_00_00_00.parquet","hour"
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT2221A","Tirrenopower Via Epomeo","SPO.IT2221A_6001_LIGHT-SCAT_2020-01-28_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-day-per50","1 year 50 %ile of daily values in a year","2024","9.513","ug/m3","96.45","1","Industrial","Urban","14.2057","40.8449","83.0","Napoli (greater city)                                                           ","IT003K1                                           ","2855958","E1a/validated data AQ e-Reporting","10/02/2026 23:02:14","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2221A_6001_LIGHT-SCAT_2020-01-28_00_00_00.parquet","hour"
"Italy","NET.IT114A","Rete di Rilevamento della Qualit� dell'Aria della Provincia di Sondrio","IT0908A","BORMIO","SPO.IT0908A_6001_BETA_2016-10-26_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-day-max","1 year day max","2024","42.400","ug/m3","96.17","1","Background","Urban","10.3725","46.4703","1225.0","","","","E1a/validated data AQ e-Reporting","10/02/2026 23:01:43","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT0908A_6001_BETA_2016-10-26_00_00_00.parquet","day"
