Country,Air Quality Network,Air Quality Network Name,Air Quality Station EoI Code,Air Quality Station Name,Sampling Point Id,Air Pollutant,Air Pollutant Description,Data Aggregation Process Id,Data Aggregation Process,Year,Air Pollution Level,Unit Of Air Pollution Level,Data Coverage,Verification,Air Quality Station Type,Air Quality Station Area,Longitude,Latitude,Altitude,City,City Code,City Population,Source Of Data Flow,Calculation Time,Observation Frequency
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT0460A,JESI,SPO.IT0460A_5_BETA_2003-11-10_00:00:00,PM10,Particulate matter < 10 µm (aerosol),P1Y-daysAbove45,1 year day exceed 45,2024,16.0,count,96.45,1,Traffic,Urban,13.245,43.5269,100.0,Jesi,,,E1a/validated data AQ e-Reporting,10/02/2026 23:02:34,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT0460A,JESI,SPO.IT0460A_5_BETA_2003-11-10_00:00:00,PM10,Particulate matter < 10 µm (aerosol),P1Y-hr-min,1 year hour min,2024,3.1,ug/m3,96.45,1,Traffic,Urban,13.245,43.5269,100.0,Jesi,,,E1a/validated data AQ e-Reporting,10/02/2026 23:03:46,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT0460A,JESI,SPO.IT0460A_5_BETA_2003-11-10_00:00:00,PM10,Particulate matter < 10 µm (aerosol),P1Y-P1D-per99,1 year 99 percentile of daily means (P1D) or .../aq/primaryObservation/day,2024,56.8,ug/m3,96.45,1,Traffic,Urban,13.245,43.5269,100.0,Jesi,,,E1a/validated data AQ e-Reporting,10/02/2026 23:04:44,hour
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT2072A,BADIA POLESINE,SPO.IT2072A_5_BETA_2022-01-01_00:00:00,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2024,30.892,ug/m3,98.63,1,Background,Rural,11.5533,45.1039,6.0,Badia Polesine,,,E1a/validated data AQ e-Reporting,10/02/2026 23:01:07,day
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT2072A,BADIA POLESINE,SPO.IT2072A_5_BETA_2022-01-01_00:00:00,PM10,Particulate matter < 10 µm (aerosol),P1Y-day-min,1 year day min,2024,2.0,ug/m3,98.63,1,Background,Rural,11.5533,45.1039,6.0,Badia Polesine,,,E1a/validated data AQ e-Reporting,10/02/2026 23:02:04,day
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT2072A,BADIA POLESINE,SPO.IT2072A_5_BETA_2022-01-01_00:00:00,PM10,Particulate matter < 10 µm (aerosol),P1Y-day-per50,1 year 50 %ile of daily values in a year,2024,26.0,ug/m3,98.63,1,Background,Rural,11.5533,45.1039,6.0,Badia Polesine,,,E1a/validated data AQ e-Reporting,10/02/2026 23:02:14,day
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT2072A,BADIA POLESINE,SPO.IT2072A_5_BETA_2022-01-01_00:00:00,PM10,Particulate matter < 10 µm (aerosol),P1Y-P1D-per90.4,1 year 90.4 percentile - COMPLIANCE,2024,61.0,ug/m3,98.63,1,Background,Rural,11.5533,45.1039,6.0,Badia Polesine,,,E1a/validated data AQ e-Reporting,10/02/2026 23:04:30,day
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT2072A,BADIA POLESINE,SPO.IT2072A_5_BETA_2022-01-01_00:00:00,PM10,Particulate matter < 10 µm (aerosol),P1Y-P1D-per95.07,1 year 95.07 percentile of daily means (P1D) or .../aq/primaryObservation/day,2024,73.0,ug/m3,98.63,1,Background,Rural,11.5533,45.1039,6.0,Badia Polesine,,,E1a/validated data AQ e-Reporting,10/02/2026 23:04:38,day
Italy,NET.IT280A,RETE MONITORAGGIO ARIA REGIONE SARDEGNA,IT2049A,CENAS9,SPO.IT2049A_5_BETA_2011-10-05_00:00:00,PM10,Particulate matter < 10 µm (aerosol),P1Y-3daysAbove90,3 consecutive days in exceedance of 90,2024,0.0,count,90.44,1,Background,Urban,9.0114,39.2864,5.0,Assemini,,,E1a/validated data AQ e-Reporting,10/02/2026 23:01:21,day
Italy,NET.IT280A,RETE MONITORAGGIO ARIA REGIONE SARDEGNA,IT2049A,CENAS9,SPO.IT2049A_5_BETA_2011-10-05_00:00:00,PM10,Particulate matter < 10 µm (aerosol),P1Y-P1D-per90.4,1 year 90.4 percentile - COMPLIANCE,2024,25.621,ug/m3,90.44,1,Background,Urban,9.0114,39.2864,5.0,Assemini,,,E1a/validated data AQ e-Reporting,10/02/2026 23:04:30,day
Italy,NET.IT280A,RETE MONITORAGGIO ARIA REGIONE SARDEGNA,IT2049A,CENAS9,SPO.IT2049A_5_BETA_2011-10-05_00:00:00,PM10,Particulate matter < 10 µm (aerosol),P1Y-P1D-per90.41,1 year 90.41 percentile,2024,25.621,ug/m3,90.44,1,Background,Urban,9.0114,39.2864,5.0,Assemini,,,E1a/validated data AQ e-Reporting,10/02/2026 23:04:34,day
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT2243A,VR- Giarol Grande,SPO.IT2243A_5_BETA_2016-01-01_00:00:00,PM10,Particulate matter < 10 µm (aerosol),P1Y-day-min,1 year day min,2024,2.0,ug/m3,96.72,1,Background,Urban,11.0301,45.433,48.0,Verona                                                                          ,IT012C1                                           ,259087.0,E1a/validated data AQ e-Reporting,10/02/2026 23:02:04,day
Italy,NET.IT280A,RETE MONITORAGGIO ARIA REGIONE SARDEGNA,IT2011A,CENSE0,SPO.IT2011A_5_BETA_2011-04-06_00:00:00,PM10,Particulate matter < 10 µm (aerosol),P1Y-daysAbove45,1 year day exceed 45,2024,10.0,count,95.63,1,Background,Rural,9.2164,39.8425,736.0,Seulo,,,E1a/validated data AQ e-Reporting,10/02/2026 23:02:34,day
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1578A,VIA SCARPELLINI,SPO.IT1578A_5_BETA_2005-04-15_00:00:00,PM10,Particulate matter < 10 µm (aerosol),P3Y,3 subsequent calendar years mean,2024,27.091,ug/m3,96.34,1,Background,Suburban,12.9189,43.8933,20.0,Pesaro                                                                          ,IT039C1                                           ,95152.0,E1a/validated data AQ e-Reporting,10/02/2026 23:04:51,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1361A,VIA MONTEGRAPPA,SPO.IT1361A_5_BETA_2002-05-01_00:00:00,PM10,Particulate matter < 10 µm (aerosol),P1Y-P1D-per99,1 year 99 percentile of daily means (P1D) or .../aq/primaryObservation/day,2024,80.2,ug/m3,95.9,1,Traffic,Urban,13.0186,43.8397,20.0,Fano,,,E1a/validated data AQ e-Reporting,10/02/2026 23:04:44,hour
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT0448A,VE - Sacca Fisola,SPO.IT0448A_5_BETA_2003-02-22_00:00:00,PM10,Particulate matter < 10 µm (aerosol),P1Y-3daysAbove90,3 consecutive days in exceedance of 90,2024,6.0,count,95.9,1,Background,Urban,12.3139,45.4294,1.0,Venezia,IT011C1,,E1a/validated data AQ e-Reporting,10/02/2026 23:01:21,day
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT0448A,VE - Sacca Fisola,SPO.IT0448A_5_BETA_2003-02-22_00:00:00,PM10,Particulate matter < 10 µm (aerosol),P1Y-daysAbove50,1 year day exceed 50,2024,36.0,count,95.9,1,Background,Urban,12.3139,45.4294,1.0,Venezia,IT011C1,,E1a/validated data AQ e-Reporting,10/02/2026 23:02:38,day
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1796A,Civitanova IPPODROMO S. MARONE,SPO.IT1796A_5_TEOM_2006-02-20_00:00:00,PM10,Particulate matter < 10 µm (aerosol),P1Y-day-max36,1 year day max 36,2024,28.448,ug/m3,90.16,1,Background,Rural,13.6747,43.3356,110.0,Civitanova Marche,,,E1a/validated data AQ e-Reporting,10/02/2026 23:01:53,hour
Italy,NET.IT280A,RETE MONITORAGGIO ARIA REGIONE SARDEGNA,IT2059A,CEALG1,SPO.IT2059A_5_BETA_2012-02-01_00:00:00,PM10,Particulate matter < 10 µm (aerosol),P1Y-day-max,1 year day max,2024,146.5,ug/m3,93.17,1,Background,Urban,8.3247,40.5533,25.0,Alghero,,,E1a/validated data AQ e-Reporting,10/02/2026 23:01:43,day
Italy,NET.IT280A,RETE MONITORAGGIO ARIA REGIONE SARDEGNA,IT2059A,CEALG1,SPO.IT2059A_5_BETA_2012-02-01_00:00:00,PM10,Particulate matter < 10 µm (aerosol),P1Y-P1D-per99,1 year 99 percentile of daily means (P1D) or .../aq/primaryObservation/day,2024,85.8,ug/m3,93.17,1,Background,Urban,8.3247,40.5533,25.0,Alghero,,,E1a/validated data AQ e-Reporting,10/02/2026 23:04:44,day
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1827A,Ancona Cittadella,SPO.IT1827A_5_BETA_2006-10-01_00:00:00,PM10,Particulate matter < 10 µm (aerosol),P1Y-hr-per50,1 year 50 percentile,2024,19.6,ug/m3,91.26,1,Background,Urban,13.5086,43.6117,100.0,Ancona                                                                          ,IT017C1                                           ,99077.0,E1a/validated data AQ e-Reporting,10/02/2026 23:03:53,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1827A,Ancona Cittadella,SPO.IT1827A_5_gravi_2006-10-01_00:00:00,PM10,Particulate matter < 10 µm (aerosol),P1Y-day-per50,1 year 50 %ile of daily values in a year,2024,19.6,ug/m3,91.26,1,Background,Urban,13.5086,43.6117,100.0,Ancona                                                                          ,IT017C1                                           ,99077.0,E1a/validated data AQ e-Reporting,10/02/2026 23:02:14,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1827A,Ancona Cittadella,SPO.IT1827A_5_gravi_2006-10-01_00:00:00,PM10,Particulate matter < 10 µm (aerosol),P1Y-daysAbove50,1 year day exceed 50,2024,12.0,count,91.26,1,Background,Urban,13.5086,43.6117,100.0,Ancona                                                                          ,IT017C1                                           ,99077.0,E1a/validated data AQ e-Reporting,10/02/2026 23:02:38,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1827A,Ancona Cittadella,SPO.IT1827A_5_gravi_2006-10-01_00:00:00,PM10,Particulate matter < 10 µm (aerosol),P1Y-hr-per50,1 year 50 percentile,2024,19.6,ug/m3,91.26,1,Background,Urban,13.5086,43.6117,100.0,Ancona                                                                          ,IT017C1                                           ,99077.0,E1a/validated data AQ e-Reporting,10/02/2026 23:03:53,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1827A,Ancona Cittadella,SPO.IT1827A_5_gravi_2006-10-01_00:00:00,PM10,Particulate matter < 10 µm (aerosol),P1Y-P1D-per90.4,1 year 90.4 percentile - COMPLIANCE,2024,35.5,ug/m3,91.26,1,Background,Urban,13.5086,43.6117,100.0,Ancona                                                                          ,IT017C1                                           ,99077.0,E1a/validated data AQ e-Reporting,10/02/2026 23:04:30,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1795A,Macerata COLLEVARIO,SPO.IT1795A_5_TEOM_2006-02-20_00:00:00,PM10,Particulate matter < 10 µm (aerosol),P1Y-daysAbove90,1 year day exceed 90,2024,2.0,count,92.9,1,Background,Suburban,13.4286,43.285,225.0,Macerata,,,E1a/validated data AQ e-Reporting,10/02/2026 23:02:44,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1795A,Macerata COLLEVARIO,SPO.IT1795A_5_TEOM_2006-02-20_00:00:00,PM10,Particulate matter < 10 µm (aerosol),P1Y-hr-min,1 year hour min,2024,4.0,ug/m3,92.9,1,Background,Suburban,13.4286,43.285,225.0,Macerata,,,E1a/validated data AQ e-Reporting,10/02/2026 23:03:46,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1843A,MONTICELLI,SPO.IT1843A_5_BETA_2006-01-01_00:00:00,PM10,Particulate matter < 10 µm (aerosol),P1Y-day-per50,1 year 50 %ile of daily values in a year,2024,11.8,ug/m3,87.16,1,Background,Urban,13.6194,42.8486,150.0,Ascoli Piceno,,,E1a/validated data AQ e-Reporting,10/02/2026 23:02:14,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1843A,MONTICELLI,SPO.IT1843A_5_BETA_2006-01-01_00:00:00,PM10,Particulate matter < 10 µm (aerosol),P1Y-daysAbove45,1 year day exceed 45,2024,6.0,count,87.16,1,Background,Urban,13.6194,42.8486,150.0,Ascoli Piceno,,,E1a/validated data AQ e-Reporting,10/02/2026 23:02:34,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1843A,MONTICELLI,SPO.IT1843A_5_BETA_2006-01-01_00:00:00,PM10,Particulate matter < 10 µm (aerosol),P1Y-daysAbove90,1 year day exceed 90,2024,3.0,count,87.16,1,Background,Urban,13.6194,42.8486,150.0,Ascoli Piceno,,,E1a/validated data AQ e-Reporting,10/02/2026 23:02:44,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1843A,MONTICELLI,SPO.IT1843A_5_BETA_2006-01-01_00:00:00,PM10,Particulate matter < 10 µm (aerosol),P1Y-P1D-per90.4,1 year 90.4 percentile - COMPLIANCE,2024,23.6,ug/m3,87.16,1,Background,Urban,13.6194,42.8486,150.0,Ascoli Piceno,,,E1a/validated data AQ e-Reporting,10/02/2026 23:04:30,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1842A,MONTEMONACO,SPO.IT1842A_5_BETA_2006-01-01_00:00:00,PM10,Particulate matter < 10 µm (aerosol),P1Y-hr-per50,1 year 50 percentile,2024,14.1,ug/m3,97.48,1,Background,Rural,13.3367,42.9006,1000.0,Montemonaco,,,E1a/validated data AQ e-Reporting,10/02/2026 23:03:53,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1842A,MONTEMONACO,SPO.IT1842A_5_BETA_2006-01-01_00:00:00,PM10,Particulate matter < 10 µm (aerosol),P1Y-P1D-per90.4,1 year 90.4 percentile - COMPLIANCE,2024,29.746,ug/m3,96.72,1,Background,Rural,13.3367,42.9006,1000.0,Montemonaco,,,E1a/validated data AQ e-Reporting,10/02/2026 23:04:30,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT2061A,URBINO - LOC.PIANSEVERO - Via Neruda,SPO.IT2061A_5_BETA_2012-03-09_00:00:00,PM10,Particulate matter < 10 µm (aerosol),P1Y-hr-per50,1 year 50 percentile,2024,17.7,ug/m3,97.4,1,Background,Suburban,12.6364,43.7306,380.0,Urbino,,,E1a/validated data AQ e-Reporting,10/02/2026 23:03:53,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1773A,Genga -Parco Gola della Rossa,SPO.IT1773A_5_BETA_2006-10-01_00:00:00,PM10,Particulate matter < 10 µm (aerosol),P1Y-3daysAbove90,3 consecutive days in exceedance of 90,2024,0.0,count,98.09,1,Background,Rural,12.9522,43.4681,550.0,Genga,,,E1a/validated data AQ e-Reporting,10/02/2026 23:01:21,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1894A,RIPATRANSONE,SPO.IT1894A_5_gravi_2015-03-19_00:00:00,PM10,Particulate matter < 10 µm (aerosol),P1Y-daysAbove50,1 year day exceed 50,2024,5.0,count,91.8,1,Background,Rural,13.7847,42.9922,412.0,Ripatransone,,,E1a/validated data AQ e-Reporting,10/02/2026 23:02:38,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1894A,RIPATRANSONE,SPO.IT1894A_5_gravi_2015-03-19_00:00:00,PM10,Particulate matter < 10 µm (aerosol),P1Y-hr-per50,1 year 50 percentile,2024,15.0,ug/m3,80.15,1,Background,Rural,13.7847,42.9922,412.0,Ripatransone,,,E1a/validated data AQ e-Reporting,10/02/2026 23:03:53,hour
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT0963A,VE - Parco Bissuola,SPO.IT0963A_5_BETA_1994-05-16_00:00:00,PM10,Particulate matter < 10 µm (aerosol),P1Y-daysAbove45,1 year day exceed 45,2024,50.0,count,96.17,1,Background,Urban,12.2622,45.4992,1.0,Venezia                                                                         ,IT011C1                                           ,258685.0,E1a/validated data AQ e-Reporting,10/02/2026 23:02:34,day
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT0963A,VE - Parco Bissuola,SPO.IT0963A_5_BETA_1994-05-16_00:00:00,PM10,Particulate matter < 10 µm (aerosol),P1Y-daysAbove90,1 year day exceed 90,2024,9.0,count,96.17,1,Background,Urban,12.2622,45.4992,1.0,Venezia                                                                         ,IT011C1                                           ,258685.0,E1a/validated data AQ e-Reporting,10/02/2026 23:02:44,day
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT1328A,CONEGLIANO,SPO.IT1328A_5_BETA_2010-01-05_00:00:00,PM10,Particulate matter < 10 µm (aerosol),P1Y-day-max,1 year day max,2024,145.0,ug/m3,99.45,1,Background,Urban,12.3081,45.8906,72.0,Conegliano,,,E1a/validated data AQ e-Reporting,10/02/2026 23:01:43,day
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT1328A,CONEGLIANO,SPO.IT1328A_5_BETA_2010-01-05_00:00:00,PM10,Particulate matter < 10 µm (aerosol),P1Y-day-min,1 year day min,2024,2.0,ug/m3,99.45,1,Background,Urban,12.3081,45.8906,72.0,Conegliano,,,E1a/validated data AQ e-Reporting,10/02/2026 23:02:04,day
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT1328A,CONEGLIANO,SPO.IT1328A_5_BETA_2010-01-05_00:00:00,PM10,Particulate matter < 10 µm (aerosol),P1Y-daysAbove90,1 year day exceed 90,2024,3.0,count,99.45,1,Background,Urban,12.3081,45.8906,72.0,Conegliano,,,E1a/validated data AQ e-Reporting,10/02/2026 23:02:44,day
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT1065A,BASSANO DEL GRAPPA,SPO.IT1065A_5_BETA_2024-01-01_00:00:00,PM10,Particulate matter < 10 µm (aerosol),P1Y-daysAbove45,1 year day exceed 45,2024,31.0,count,96.99,1,Background,Urban,11.7367,45.7608,114.0,Bassano del Grappa,,,E1a/validated data AQ e-Reporting,10/02/2026 23:02:34,day
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT1336A,VR - Borgo Milano,SPO.IT1336A_5_BETA_2003-10-15_00:00:00,PM10,Particulate matter < 10 µm (aerosol),P1Y-3daysAbove90,3 consecutive days in exceedance of 90,2024,5.0,count,98.91,1,Traffic,Urban,10.9639,45.4453,62.0,Verona                                                                          ,IT012C1                                           ,259087.0,E1a/validated data AQ e-Reporting,10/02/2026 23:01:21,day
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT2177A,San Benedetto del Tronto,SPO.IT2177A_5_BETA_2013-05-01_00:00:00,PM10,Particulate matter < 10 µm (aerosol),P1Y-day-max,1 year day max,2024,142.6,ug/m3,95.36,1,Traffic,Urban,13.8794,42.9444,7.0,San Benedetto del Tronto,,,E1a/validated data AQ e-Reporting,10/02/2026 23:01:43,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT2177A,San Benedetto del Tronto,SPO.IT2177A_5_BETA_2013-05-01_00:00:00,PM10,Particulate matter < 10 µm (aerosol),P1Y-daysAbove45,1 year day exceed 45,2024,22.0,count,95.36,1,Traffic,Urban,13.8794,42.9444,7.0,San Benedetto del Tronto,,,E1a/validated data AQ e-Reporting,10/02/2026 23:02:34,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT2177A,San Benedetto del Tronto,SPO.IT2177A_5_BETA_2013-05-01_00:00:00,PM10,Particulate matter < 10 µm (aerosol),P1Y-P1D-per99,1 year 99 percentile of daily means (P1D) or .../aq/primaryObservation/day,2024,60.3,ug/m3,95.36,1,Traffic,Urban,13.8794,42.9444,7.0,San Benedetto del Tronto,,,E1a/validated data AQ e-Reporting,10/02/2026 23:04:44,hour
