Country,Air Quality Network,Air Quality Network Name,Air Quality Station EoI Code,Air Quality Station Name,Sampling Point Id,Air Pollutant,Air Pollutant Description,Data Aggregation Process Id,Data Aggregation Process,Year,Air Pollution Level,Unit Of Air Pollution Level,Data Coverage,Verification,Air Quality Station Type,Air Quality Station Area,Longitude,Latitude,Altitude,City,City Code,City Population,Source Of Data Flow,Calculation Time,Observation Frequency
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT0460A,JESI,SPO.IT0460A_6001_BETA_2022-11-18_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-3daysAbove50,3 consecutive days in exceedance of 50,2024,0.0,count,96.72,1,Traffic,Urban,13.245,43.5269,100.0,Jesi,,,E1a/validated data AQ e-Reporting,10/02/2026 23:01:17,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT0460A,JESI,SPO.IT0460A_6001_BETA_2022-11-18_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-day-max,1 year day max,2024,57.288,ug/m3,96.72,1,Traffic,Urban,13.245,43.5269,100.0,Jesi,,,E1a/validated data AQ e-Reporting,10/02/2026 23:01:43,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1361A,VIA MONTEGRAPPA,SPO.IT1361A_6001_BETA_2021-04-21_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2024,17.176,ug/m3,97.4,1,Traffic,Urban,13.0186,43.8397,20.0,Fano,,,E1a/validated data AQ e-Reporting,10/02/2026 23:01:07,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1827A,Ancona Cittadella,SPO.IT1827A_6001_BETA_2006-10-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-hr-max,1 year hour max,2024,132.1,ug/m3,89.95,1,Background,Urban,13.5086,43.6117,100.0,Ancona                                                                          ,IT017C1                                           ,99077.0,E1a/validated data AQ e-Reporting,10/02/2026 23:03:19,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1827A,Ancona Cittadella,SPO.IT1827A_6001_BETA_2006-10-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-P1D-per99,1 year 99 percentile of daily means (P1D) or .../aq/primaryObservation/day,2024,48.992,ug/m3,92.35,1,Background,Urban,13.5086,43.6117,100.0,Ancona                                                                          ,IT017C1                                           ,99077.0,E1a/validated data AQ e-Reporting,10/02/2026 23:04:44,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1827A,Ancona Cittadella,SPO.IT1827A_6001_gravi_2006-10-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-day-max,1 year day max,2024,51.15,ug/m3,92.35,1,Background,Urban,13.5086,43.6117,100.0,Ancona                                                                          ,IT017C1                                           ,99077.0,E1a/validated data AQ e-Reporting,10/02/2026 23:01:43,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1795A,Macerata COLLEVARIO,SPO.IT1795A_6001_TEOM_2017-03-10_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-day-max,1 year day max,2024,49.854,ug/m3,91.26,1,Background,Suburban,13.4286,43.285,225.0,Macerata,,,E1a/validated data AQ e-Reporting,10/02/2026 23:01:43,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1795A,Macerata COLLEVARIO,SPO.IT1795A_6001_TEOM_2017-03-10_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-hr-per50,1 year 50 percentile,2024,7.4,ug/m3,89.64,1,Background,Suburban,13.4286,43.285,225.0,Macerata,,,E1a/validated data AQ e-Reporting,10/02/2026 23:03:53,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1795A,Macerata COLLEVARIO,SPO.IT1795A_6001_TEOM_2017-03-10_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-P1D-per99,1 year 99 percentile of daily means (P1D) or .../aq/primaryObservation/day,2024,33.017,ug/m3,91.26,1,Background,Suburban,13.4286,43.285,225.0,Macerata,,,E1a/validated data AQ e-Reporting,10/02/2026 23:04:44,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1843A,MONTICELLI,SPO.IT1843A_6001_BETA_2006-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2024,9.822,ug/m3,90.16,1,Background,Urban,13.6194,42.8486,150.0,Ascoli Piceno,,,E1a/validated data AQ e-Reporting,10/02/2026 23:01:07,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1843A,MONTICELLI,SPO.IT1843A_6001_BETA_2006-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-daysAbove25,1 year day exceed 25,2024,11.0,count,90.16,1,Background,Urban,13.6194,42.8486,150.0,Ascoli Piceno,,,E1a/validated data AQ e-Reporting,10/02/2026 23:02:27,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1843A,MONTICELLI,SPO.IT1843A_6001_BETA_2006-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-hr-per50,1 year 50 percentile,2024,8.3,ug/m3,90.16,1,Background,Urban,13.6194,42.8486,150.0,Ascoli Piceno,,,E1a/validated data AQ e-Reporting,10/02/2026 23:03:53,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1842A,MONTEMONACO,SPO.IT1842A_6001_BETA_2006-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-day-max,1 year day max,2024,49.6,ug/m3,90.98,1,Background,Rural,13.3367,42.9006,1000.0,Montemonaco,,,E1a/validated data AQ e-Reporting,10/02/2026 23:01:43,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1796A,Civitanova IPPODROMO S. MARONE,SPO.IT1796A_6001_TEOM_2006-02-20_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-hr-min,1 year hour min,2024,0.4,ug/m3,90.08,1,Background,Rural,13.6747,43.3356,110.0,Civitanova Marche,,,E1a/validated data AQ e-Reporting,10/02/2026 23:03:46,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1842A,MONTEMONACO,SPO.IT1842A_6001_BETA_2006-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-hr-min,1 year hour min,2024,0.8,ug/m3,90.98,1,Background,Rural,13.3367,42.9006,1000.0,Montemonaco,,,E1a/validated data AQ e-Reporting,10/02/2026 23:03:46,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1842A,MONTEMONACO,SPO.IT1842A_6001_BETA_2006-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-hr-per50,1 year 50 percentile,2024,4.2,ug/m3,90.98,1,Background,Rural,13.3367,42.9006,1000.0,Montemonaco,,,E1a/validated data AQ e-Reporting,10/02/2026 23:03:53,hour
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT0663A,SCHIO,SPO.IT0663A_6001_BETA_2017-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2024,16.596,ug/m3,98.09,1,Background,Urban,11.3686,45.7144,190.0,Schio,,,E1a/validated data AQ e-Reporting,10/02/2026 23:01:07,day
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1827A,Ancona Cittadella,SPO.IT1827A_6001_gravi_2006-10-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-day-min,1 year day min,2024,2.733,ug/m3,92.35,1,Background,Urban,13.5086,43.6117,100.0,Ancona                                                                          ,IT017C1                                           ,99077.0,E1a/validated data AQ e-Reporting,10/02/2026 23:02:04,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1773A,Genga -Parco Gola della Rossa,SPO.IT1773A_6001_BETA_2006-10-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-day-max,1 year day max,2024,27.517,ug/m3,97.54,1,Background,Rural,12.9522,43.4681,550.0,Genga,,,E1a/validated data AQ e-Reporting,10/02/2026 23:01:43,hour
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT1222A,SAN DONA' DI PIAVE,SPO.IT1222A_6001_BETA_2010-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-P1D-per99,1 year 99 percentile of daily means (P1D) or .../aq/primaryObservation/day,2024,91.0,ug/m3,98.09,1,Background,Urban,12.5917,45.6303,3.0,San Donà di Piave,,,E1a/validated data AQ e-Reporting,10/02/2026 23:04:44,day
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT0963A,VE - Parco Bissuola,SPO.IT0963A_6001_gravi_2011-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-3daysAbove50,3 consecutive days in exceedance of 50,2024,18.0,count,95.36,1,Background,Urban,12.2622,45.4992,1.0,Venezia                                                                         ,IT011C1                                           ,258685.0,E1a/validated data AQ e-Reporting,10/02/2026 23:01:17,day
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT0963A,VE - Parco Bissuola,SPO.IT0963A_6001_gravi_2011-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-day-per50,1 year 50 %ile of daily values in a year,2024,15.0,ug/m3,95.36,1,Background,Urban,12.2622,45.4992,1.0,Venezia                                                                         ,IT011C1                                           ,258685.0,E1a/validated data AQ e-Reporting,10/02/2026 23:02:14,day
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT0963A,VE - Parco Bissuola,SPO.IT0963A_6001_gravi_2011-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-P1D-per99,1 year 99 percentile of daily means (P1D) or .../aq/primaryObservation/day,2024,98.0,ug/m3,95.36,1,Background,Urban,12.2622,45.4992,1.0,Venezia                                                                         ,IT011C1                                           ,258685.0,E1a/validated data AQ e-Reporting,10/02/2026 23:04:44,day
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT1328A,CONEGLIANO,SPO.IT1328A_6001_BETA_2023-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-day-min,1 year day min,2024,2.0,ug/m3,97.27,1,Background,Urban,12.3081,45.8906,72.0,Conegliano,,,E1a/validated data AQ e-Reporting,10/02/2026 23:02:04,day
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT1328A,CONEGLIANO,SPO.IT1328A_6001_BETA_2023-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-day-per50,1 year 50 %ile of daily values in a year,2024,13.0,ug/m3,97.27,1,Background,Urban,12.3081,45.8906,72.0,Conegliano,,,E1a/validated data AQ e-Reporting,10/02/2026 23:02:14,day
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT1177A,VI - Quartiere Italia,SPO.IT1177A_6001_BETA_2022-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-3daysAbove50,3 consecutive days in exceedance of 50,2024,14.0,count,97.81,1,Background,Urban,11.5397,45.5606,36.0,Vicenza                                                                         ,IT514C1                                           ,109855.0,E1a/validated data AQ e-Reporting,10/02/2026 23:01:17,day
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT1177A,VI - Quartiere Italia,SPO.IT1177A_6001_BETA_2022-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-daysAbove50,1 year day exceed 50,2024,26.0,count,97.81,1,Background,Urban,11.5397,45.5606,36.0,Vicenza                                                                         ,IT514C1                                           ,109855.0,E1a/validated data AQ e-Reporting,10/02/2026 23:02:38,day
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT2177A,San Benedetto del Tronto,SPO.IT2177A_6001_BETA_2022-08-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2024,11.812,ug/m3,93.17,1,Traffic,Urban,13.8794,42.9444,7.0,San Benedetto del Tronto,,,E1a/validated data AQ e-Reporting,10/02/2026 23:01:07,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT2177A,San Benedetto del Tronto,SPO.IT2177A_6001_BETA_2022-08-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-day-max,1 year day max,2024,47.7,ug/m3,93.17,1,Traffic,Urban,13.8794,42.9444,7.0,San Benedetto del Tronto,,,E1a/validated data AQ e-Reporting,10/02/2026 23:01:43,hour
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT1619A,AREA FELTRINA,SPO.IT1619A_6001_BETA_2022-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-3daysAbove50,3 consecutive days in exceedance of 50,2024,3.0,count,98.09,1,Background,Suburban,11.9058,46.0308,263.0,Feltre,,,E1a/validated data AQ e-Reporting,10/02/2026 23:01:17,day
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT1619A,AREA FELTRINA,SPO.IT1619A_6001_BETA_2022-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-daysAbove50,1 year day exceed 50,2024,7.0,count,98.09,1,Background,Suburban,11.9058,46.0308,263.0,Feltre,,,E1a/validated data AQ e-Reporting,10/02/2026 23:02:38,day
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT2289A,LABORATORIO MOBILE,SPO.IT2289A_6001_BETA_2018-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-daysAbove50,1 year day exceed 50,2024,1.0,count,15.3,1,Industrial,Urban,13.4923,43.6059,5.0,Ancona                                                                          ,IT017C1                                           ,99077.0,E1a/validated data AQ e-Reporting,10/02/2026 23:02:38,hour
Italy,NET.IT283A,SISECAM SRL,IT2325A,Carlino - Bosco Bando,SPO.IT2325A_6001_light-scat_2014-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-3daysAbove50,3 consecutive days in exceedance of 50,2024,3.0,count,92.62,1,Background,Rural,13.1466,45.7956,4.0,Carlino,,,E1a/validated data AQ e-Reporting,10/02/2026 23:01:17,hour
Italy,NET.IT283A,SISECAM SRL,IT2325A,Carlino - Bosco Bando,SPO.IT2325A_6001_light-scat_2014-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-day-per50,1 year 50 %ile of daily values in a year,2024,9.833,ug/m3,92.62,1,Background,Rural,13.1466,45.7956,4.0,Carlino,,,E1a/validated data AQ e-Reporting,10/02/2026 23:02:14,hour
Italy,NET.IT283A,SISECAM SRL,IT2326A,S.Giorgio di Nogaro - via dell'Istria,SPO.IT2326A_6001_light-scat_2014-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2024,18.74,ug/m3,70.43,1,Background,Suburban,13.2175,45.8202,7.0,San Giorgio di Nogaro,,,E1a/validated data AQ e-Reporting,10/02/2026 23:01:07,hour
Italy,NET.IT283A,SISECAM SRL,IT2326A,S.Giorgio di Nogaro - via dell'Istria,SPO.IT2326A_6001_light-scat_2014-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-3daysAbove50,3 consecutive days in exceedance of 50,2024,3.0,count,70.77,1,Background,Suburban,13.2175,45.8202,7.0,San Giorgio di Nogaro,,,E1a/validated data AQ e-Reporting,10/02/2026 23:01:17,hour
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT1594A,BL - Parco Città di Bologna,SPO.IT1594A_6001_BETA_2023-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-3daysAbove50,3 consecutive days in exceedance of 50,2024,0.0,count,98.36,1,Background,Urban,12.2169,46.1414,401.0,Belluno,,,E1a/validated data AQ e-Reporting,10/02/2026 23:01:17,day
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT1222A,SAN DONA' DI PIAVE,SPO.IT1222A_6001_BETA_2010-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-3daysAbove50,3 consecutive days in exceedance of 50,2024,17.0,count,98.09,1,Background,Urban,12.5917,45.6303,3.0,San Donà di Piave,,,E1a/validated data AQ e-Reporting,10/02/2026 23:01:17,day
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT1222A,SAN DONA' DI PIAVE,SPO.IT1222A_6001_BETA_2010-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-day-per50,1 year 50 %ile of daily values in a year,2024,14.0,ug/m3,98.09,1,Background,Urban,12.5917,45.6303,3.0,San Donà di Piave,,,E1a/validated data AQ e-Reporting,10/02/2026 23:02:14,day
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT1871A,ESTE,SPO.IT1871A_6001_BETA_2014-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-day-per50,1 year 50 %ile of daily values in a year,2024,15.0,ug/m3,98.36,1,Industrial,Suburban,11.6658,45.2267,12.0,Este,,,E1a/validated data AQ e-Reporting,10/02/2026 23:02:14,day
Italy,NET.IT281A,RETE REGIONALE QUALITA' ARIA DEL VENETO,IT1871A,ESTE,SPO.IT1871A_6001_BETA_2014-01-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-daysAbove25,1 year day exceed 25,2024,97.0,count,98.36,1,Industrial,Suburban,11.6658,45.2267,12.0,Este,,,E1a/validated data AQ e-Reporting,10/02/2026 23:02:27,day
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1578A,VIA SCARPELLINI,SPO.IT1578A_6001_BETA_2005-04-15_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-hr-min,1 year hour min,2024,0.2,ug/m3,97.61,1,Background,Suburban,12.9189,43.8933,20.0,Pesaro                                                                          ,IT039C1                                           ,95152.0,E1a/validated data AQ e-Reporting,10/02/2026 23:03:46,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1578A,VIA SCARPELLINI,SPO.IT1578A_6001_BETA_2005-04-15_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-P1D-per95.07,1 year 95.07 percentile of daily means (P1D) or .../aq/primaryObservation/day,2024,37.654,ug/m3,99.45,1,Background,Suburban,12.9189,43.8933,20.0,Pesaro                                                                          ,IT039C1                                           ,95152.0,E1a/validated data AQ e-Reporting,10/02/2026 23:04:38,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1578A,VIA SCARPELLINI,SPO.IT1578A_6001_BETA_2005-04-15_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-P1D-per99,1 year 99 percentile of daily means (P1D) or .../aq/primaryObservation/day,2024,66.265,ug/m3,99.45,1,Background,Suburban,12.9189,43.8933,20.0,Pesaro                                                                          ,IT039C1                                           ,95152.0,E1a/validated data AQ e-Reporting,10/02/2026 23:04:44,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT0460A,JESI,SPO.IT0460A_6001_BETA_2022-11-18_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2024,13.354,ug/m3,95.75,1,Traffic,Urban,13.245,43.5269,100.0,Jesi,,,E1a/validated data AQ e-Reporting,10/02/2026 23:01:07,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1361A,VIA MONTEGRAPPA,SPO.IT1361A_6001_BETA_2021-04-21_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-daysAbove25,1 year day exceed 25,2024,55.0,count,98.36,1,Traffic,Urban,13.0186,43.8397,20.0,Fano,,,E1a/validated data AQ e-Reporting,10/02/2026 23:02:27,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1773A,Genga -Parco Gola della Rossa,SPO.IT1773A_6001_BETA_2006-10-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-day-min,1 year day min,2024,3.18,ug/m3,97.54,1,Background,Rural,12.9522,43.4681,550.0,Genga,,,E1a/validated data AQ e-Reporting,10/02/2026 23:02:04,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1773A,Genga -Parco Gola della Rossa,SPO.IT1773A_6001_BETA_2006-10-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P3Y,3 subsequent calendar years mean,2024,7.723,ug/m3,91.01,1,Background,Rural,12.9522,43.4681,550.0,Genga,,,E1a/validated data AQ e-Reporting,10/02/2026 23:04:51,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1796A,Civitanova IPPODROMO S. MARONE,SPO.IT1796A_6001_TEOM_2006-02-20_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-day-max,1 year day max,2024,39.778,ug/m3,93.17,1,Background,Rural,13.6747,43.3356,110.0,Civitanova Marche,,,E1a/validated data AQ e-Reporting,10/02/2026 23:01:43,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT1796A,Civitanova IPPODROMO S. MARONE,SPO.IT1796A_6001_TEOM_2006-02-20_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-day-min,1 year day min,2024,3.795,ug/m3,93.17,1,Background,Rural,13.6747,43.3356,110.0,Civitanova Marche,,,E1a/validated data AQ e-Reporting,10/02/2026 23:02:04,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT� ARIA AMBIENTE,IT2177A,San Benedetto del Tronto,SPO.IT2177A_6001_BETA_2022-08-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y-daysAbove50,1 year day exceed 50,2024,0.0,count,93.17,1,Traffic,Urban,13.8794,42.9444,7.0,San Benedetto del Tronto,,,E1a/validated data AQ e-Reporting,10/02/2026 23:02:38,hour
