Country,Air Quality Network,Air Quality Network Name,Air Quality Station EoI Code,Air Quality Station Name,Sampling Point Id,Air Pollutant,Air Pollutant Description,Data Aggregation Process Id,Data Aggregation Process,Year,Air Pollution Level,Unit Of Air Pollution Level,Data Coverage,Verification,Air Quality Station Type,Air Quality Station Area,Longitude,Latitude,Altitude,City,City Code,City Population,Source Of Data Flow,Calculation Time,Link to raw data (only E1a/validated data from AQ e-Reporting),Observation Frequency
"Italy","NET.IT119A","Aosta Valley Air Quality Network","IT0983A","AOSTA (PIAZZA PLOUVES)","SPO.IT0983A_6001_OPC-CMC_2020-01-01_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P3Y","3 subsequent calendar years mean","2023","10.352","ug/m3","99.36","1","Background","Urban","7.3242","45.7358","581.0","","","","E1a/validated data AQ e-Reporting","10/02/2026 23:04:51","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT0983A_6001_OPC-CMC_2020-01-01_00_00_00.parquet","hour"
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT2214A","Nocera Inferiore scuola Solimene","SPO.IT2214A_6001_BETA_2015-01-01_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2023","15.065","ug/m3","98.04","1","Traffic","Urban","14.6435","40.7404","48.0","Napoli (greater city)                                                           ","IT003K1                                           ","2855958","E1a/validated data AQ e-Reporting","10/02/2026 23:01:07","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2214A_6001_BETA_2015-01-01_00_00_00.parquet","hour"
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT2214A","Nocera Inferiore scuola Solimene","SPO.IT2214A_6001_BETA_2015-01-01_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-3daysAbove50","3 consecutive days in exceedance of 50","2023","2.000","count","97.81","1","Traffic","Urban","14.6435","40.7404","48.0","Napoli (greater city)                                                           ","IT003K1                                           ","2855958","E1a/validated data AQ e-Reporting","10/02/2026 23:01:17","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2214A_6001_BETA_2015-01-01_00_00_00.parquet","hour"
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT2214A","Nocera Inferiore scuola Solimene","SPO.IT2214A_6001_BETA_2015-01-01_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-daysAbove50","1 year day exceed 50","2023","9.000","count","97.81","1","Traffic","Urban","14.6435","40.7404","48.0","Napoli (greater city)                                                           ","IT003K1                                           ","2855958","E1a/validated data AQ e-Reporting","10/02/2026 23:02:38","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2214A_6001_BETA_2015-01-01_00_00_00.parquet","hour"
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT1497A","NA01 OSSERVATORIO ASTRONOMICO","SPO.IT1497A_6001_BETA_2015-03-02_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-3daysAbove50","3 consecutive days in exceedance of 50","2023","0.000","count","97.26","1","Background","Urban","14.2545","40.8637","145.0","Napoli (greater city)                                                           ","IT003K1                                           ","2855958","E1a/validated data AQ e-Reporting","10/02/2026 23:01:17","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT1497A_6001_BETA_2015-03-02_00_00_00.parquet","hour"
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT1497A","NA01 OSSERVATORIO ASTRONOMICO","SPO.IT1497A_6001_BETA_2015-03-02_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-day-per50","1 year 50 %ile of daily values in a year","2023","9.450","ug/m3","97.26","1","Background","Urban","14.2545","40.8637","145.0","Napoli (greater city)                                                           ","IT003K1                                           ","2855958","E1a/validated data AQ e-Reporting","10/02/2026 23:02:14","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT1497A_6001_BETA_2015-03-02_00_00_00.parquet","hour"
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT1497A","NA01 OSSERVATORIO ASTRONOMICO","SPO.IT1497A_6001_BETA_2015-03-02_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-P1D-per95.07","1 year 95.07 percentile of daily means (P1D) or .../aq/primaryObservation/day","2023","21.183","ug/m3","97.26","1","Background","Urban","14.2545","40.8637","145.0","Napoli (greater city)                                                           ","IT003K1                                           ","2855958","E1a/validated data AQ e-Reporting","10/02/2026 23:04:38","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT1497A_6001_BETA_2015-03-02_00_00_00.parquet","hour"
"Italy","NET.IT123A","PROVINCIA DELLA SPEZIA","IT1457A","AMENDOLA - LA SPEZIA","SPO.IT1457A_6001_BETA_2020-02-15_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-3daysAbove50","3 consecutive days in exceedance of 50","2023","0.000","count","97.81","1","Traffic","Urban","9.8187","44.1016","3.0","La Spezia                                                                       ","IT036C1                                           ","92550","E1a/validated data AQ e-Reporting","10/02/2026 23:01:17","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT1457A_6001_BETA_2020-02-15_00_00_00.parquet","hour"
"Italy","NET.IT123A","PROVINCIA DELLA SPEZIA","IT1457A","AMENDOLA - LA SPEZIA","SPO.IT1457A_6001_BETA_2020-02-15_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-day-per50","1 year 50 %ile of daily values in a year","2023","7.279","ug/m3","97.81","1","Traffic","Urban","9.8187","44.1016","3.0","La Spezia                                                                       ","IT036C1                                           ","92550","E1a/validated data AQ e-Reporting","10/02/2026 23:02:14","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT1457A_6001_BETA_2020-02-15_00_00_00.parquet","hour"
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT2269A","Parco Mercatello","SPO.IT2269A_6001_BETA_2016-03-20_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-daysAbove50","1 year day exceed 50","2023","1.000","count","30.14","1","Background","Urban","14.8045","40.6614","11.0","Salerno                                                                         ","IT032C1                                           ","131556","E1a/validated data AQ e-Reporting","10/02/2026 23:02:38","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2269A_6001_BETA_2016-03-20_00_00_00.parquet","hour"
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT2269A","Parco Mercatello","SPO.IT2269A_6001_BETA_2016-03-20_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-P1D-per95.07","1 year 95.07 percentile of daily means (P1D) or .../aq/primaryObservation/day","2023","24.604","ug/m3","30.14","1","Background","Urban","14.8045","40.6614","11.0","Salerno                                                                         ","IT032C1                                           ","131556","E1a/validated data AQ e-Reporting","10/02/2026 23:04:38","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2269A_6001_BETA_2016-03-20_00_00_00.parquet","hour"
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT2216A","Casoria Scuola Palizzi (CAM)","SPO.IT2216A_6001_BETA_2015-01-01_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-3daysAbove50","3 consecutive days in exceedance of 50","2023","6.000","count","90.14","1","Background","Suburban","14.2987","40.9146","57.0","Napoli (greater city)                                                           ","IT003K1                                           ","2855958","E1a/validated data AQ e-Reporting","10/02/2026 23:01:17","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2216A_6001_BETA_2015-01-01_00_00_00.parquet","hour"
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT2216A","Casoria Scuola Palizzi (CAM)","SPO.IT2216A_6001_BETA_2015-01-01_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-day-max","1 year day max","2023","108.688","ug/m3","90.14","1","Background","Suburban","14.2987","40.9146","57.0","Napoli (greater city)                                                           ","IT003K1                                           ","2855958","E1a/validated data AQ e-Reporting","10/02/2026 23:01:43","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2216A_6001_BETA_2015-01-01_00_00_00.parquet","hour"
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT2216A","Casoria Scuola Palizzi (CAM)","SPO.IT2216A_6001_BETA_2015-01-01_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-day-per50","1 year 50 %ile of daily values in a year","2023","13.942","ug/m3","90.14","1","Background","Suburban","14.2987","40.9146","57.0","Napoli (greater city)                                                           ","IT003K1                                           ","2855958","E1a/validated data AQ e-Reporting","10/02/2026 23:02:14","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2216A_6001_BETA_2015-01-01_00_00_00.parquet","hour"
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT2216A","Casoria Scuola Palizzi (CAM)","SPO.IT2216A_6001_BETA_2015-01-01_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-daysAbove25","1 year day exceed 25","2023","53.000","count","90.14","1","Background","Suburban","14.2987","40.9146","57.0","Napoli (greater city)                                                           ","IT003K1                                           ","2855958","E1a/validated data AQ e-Reporting","10/02/2026 23:02:27","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2216A_6001_BETA_2015-01-01_00_00_00.parquet","hour"
"Italy","NET.IT112A","Regione Lazio","IT0885A","CIVITAVECCHIA","SPO.IT0885A_6001_BETA_2023-10-27_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-day-max","1 year day max","2023","19.300","ug/m3","18.08","1","Background","Urban","11.8025","42.0916","26.0","","","","E1a/validated data AQ e-Reporting","10/02/2026 23:01:43","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT0885A_6001_BETA_2023-10-27_00_00_00.parquet","day"
"Italy","NET.IT112A","Regione Lazio","IT0885A","CIVITAVECCHIA","SPO.IT0885A_6001_BETA_2023-10-27_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P3Y","3 subsequent calendar years mean","2023","8.291","ug/m3","6.03","1","Background","Urban","11.8025","42.0916","26.0","","","","E1a/validated data AQ e-Reporting","10/02/2026 23:04:51","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT0885A_6001_BETA_2023-10-27_00_00_00.parquet","day"
"Italy","NET.IT127A","PROVINCIA DI SAVONA","IT2038A","REGIONE CAVALLO - ALBENGA","SPO.IT2038A_6001_BETA_2011-01-01_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2023","8.829","ug/m3","97.26","1","Traffic","Urban","8.2054","44.0526","2.0","","","","E1a/validated data AQ e-Reporting","10/02/2026 23:01:07","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2038A_6001_BETA_2011-01-01_00_00_00.parquet","day"
"Italy","NET.IT127A","PROVINCIA DI SAVONA","IT2038A","REGIONE CAVALLO - ALBENGA","SPO.IT2038A_6001_BETA_2011-01-01_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-day-min","1 year day min","2023","1.500","ug/m3","97.26","1","Traffic","Urban","8.2054","44.0526","2.0","","","","E1a/validated data AQ e-Reporting","10/02/2026 23:02:04","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2038A_6001_BETA_2011-01-01_00_00_00.parquet","day"
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT2216A","Casoria Scuola Palizzi (CAM)","SPO.IT2216A_6001_BETA_2015-01-01_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P3Y","3 subsequent calendar years mean","2023","20.039","ug/m3","58.88","1","Background","Suburban","14.2987","40.9146","57.0","Napoli (greater city)                                                           ","IT003K1                                           ","2855958","E1a/validated data AQ e-Reporting","10/02/2026 23:04:51","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2216A_6001_BETA_2015-01-01_00_00_00.parquet","hour"
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT2216A","Casoria Scuola Palizzi (CAM)","SPO.IT2216A_6001_BETA_2015-01-01_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2023","18.906","ug/m3","90.92","1","Background","Suburban","14.2987","40.9146","57.0","Napoli (greater city)                                                           ","IT003K1                                           ","2855958","E1a/validated data AQ e-Reporting","10/02/2026 23:01:07","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2216A_6001_BETA_2015-01-01_00_00_00.parquet","hour"
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT2218A","San Felice a Cancello Complesso scolastico","SPO.IT2218A_6001_BETA_2015-01-01_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-day-min","1 year day min","2023","1.892","ug/m3","97.53","1","Traffic","Suburban","14.4240","40.9905","39.0","","","","E1a/validated data AQ e-Reporting","10/02/2026 23:02:04","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2218A_6001_BETA_2015-01-01_00_00_00.parquet","hour"
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT2218A","San Felice a Cancello Complesso scolastico","SPO.IT2218A_6001_BETA_2015-01-01_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-day-per50","1 year 50 %ile of daily values in a year","2023","12.158","ug/m3","97.53","1","Traffic","Suburban","14.4240","40.9905","39.0","","","","E1a/validated data AQ e-Reporting","10/02/2026 23:02:14","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2218A_6001_BETA_2015-01-01_00_00_00.parquet","hour"
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT2218A","San Felice a Cancello Complesso scolastico","SPO.IT2218A_6001_BETA_2015-01-01_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-hr-per50","1 year 50 percentile","2023","11.400","ug/m3","98.30","1","Traffic","Suburban","14.4240","40.9905","39.0","","","","E1a/validated data AQ e-Reporting","10/02/2026 23:03:53","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2218A_6001_BETA_2015-01-01_00_00_00.parquet","hour"
"Italy","NET.IT123A","PROVINCIA DELLA SPEZIA","IT1536A","MAGGIOLINA - LA SPEZIA","SPO.IT1536A_6001_BETA_2015-01-01_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-day-per50","1 year 50 %ile of daily values in a year","2023","8.870","ug/m3","98.08","1","Background","Urban","9.8439","44.1160","6.0","La Spezia                                                                       ","IT036C1                                           ","92550","E1a/validated data AQ e-Reporting","10/02/2026 23:02:14","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT1536A_6001_BETA_2015-01-01_00_00_00.parquet","hour"
"Italy","NET.IT127A","PROVINCIA DI SAVONA","IT1143A","VIA AURELIA - VIA FERRARIS - VADO L.","SPO.IT1143A_6001_BETA_2012-01-01_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P3Y","3 subsequent calendar years mean","2023","12.963","ug/m3","94.06","1","Traffic","Urban","8.4389","44.2725","0.0","","","","E1a/validated data AQ e-Reporting","10/02/2026 23:04:51","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT1143A_6001_BETA_2012-01-01_00_00_00.parquet","day"
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT0898A","NA06 MUSEO NAZIONALE","SPO.IT0898A_6001_BETA_2016-08-09_20:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-3daysAbove50","3 consecutive days in exceedance of 50","2023","0.000","count","96.99","1","Traffic","Urban","14.2513","40.8542","46.0","Napoli (greater city)                                                           ","IT003K1                                           ","2855958","E1a/validated data AQ e-Reporting","10/02/2026 23:01:17","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT0898A_6001_BETA_2016-08-09_20_00_00.parquet","hour"
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT2269A","Parco Mercatello","SPO.IT2269A_6001_BETA_2016-03-20_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-day-min","1 year day min","2023","2.113","ug/m3","30.14","1","Background","Urban","14.8045","40.6614","11.0","Salerno                                                                         ","IT032C1                                           ","131556","E1a/validated data AQ e-Reporting","10/02/2026 23:02:04","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2269A_6001_BETA_2016-03-20_00_00_00.parquet","hour"
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT2269A","Parco Mercatello","SPO.IT2269A_6001_BETA_2016-03-20_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P3Y","3 subsequent calendar years mean","2023","10.977","ug/m3","40.80","1","Background","Urban","14.8045","40.6614","11.0","Salerno                                                                         ","IT032C1                                           ","131556","E1a/validated data AQ e-Reporting","10/02/2026 23:04:51","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2269A_6001_BETA_2016-03-20_00_00_00.parquet","hour"
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT0898A","NA06 MUSEO NAZIONALE","SPO.IT0898A_6001_BETA_2016-08-09_20:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-P1D-per99","1 year 99 percentile of daily means (P1D) or .../aq/primaryObservation/day","2023","33.779","ug/m3","96.99","1","Traffic","Urban","14.2513","40.8542","46.0","Napoli (greater city)                                                           ","IT003K1                                           ","2855958","E1a/validated data AQ e-Reporting","10/02/2026 23:04:44","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT0898A_6001_BETA_2016-08-09_20_00_00.parquet","hour"
"Italy","NET.IT119A","Aosta Valley Air Quality Network","IT0983A","AOSTA (PIAZZA PLOUVES)","SPO.IT0983A_6001_OPC-CMC_2020-01-01_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-hr-min","1 year hour min","2023","0.000","ug/m3","99.75","1","Background","Urban","7.3242","45.7358","581.0","","","","E1a/validated data AQ e-Reporting","10/02/2026 23:03:46","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT0983A_6001_OPC-CMC_2020-01-01_00_00_00.parquet","hour"
"Italy","NET.IT119A","Aosta Valley Air Quality Network","IT0983A","AOSTA (PIAZZA PLOUVES)","SPO.IT0983A_6001_OPC-CMC_2020-01-01_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-hr-per50","1 year 50 percentile","2023","7.000","ug/m3","99.75","1","Background","Urban","7.3242","45.7358","581.0","","","","E1a/validated data AQ e-Reporting","10/02/2026 23:03:53","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT0983A_6001_OPC-CMC_2020-01-01_00_00_00.parquet","hour"
"Italy","NET.IT127A","PROVINCIA DI SAVONA","IT2155A","CENGIO - RIO PARASACCO","SPO.IT2155A_6001_BETA_2014-09-01_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-daysAbove50","1 year day exceed 50","2023","0.000","count","94.25","1","Background","Rural","8.2060","44.3970","450.0","","","","E1a/validated data AQ e-Reporting","10/02/2026 23:02:38","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2155A_6001_BETA_2014-09-01_00_00_00.parquet","hour"
"Italy","NET.IT127A","PROVINCIA DI SAVONA","IT2155A","CENGIO - RIO PARASACCO","SPO.IT2155A_6001_BETA_2014-09-01_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-hr-min","1 year hour min","2023","-7.000","ug/m3","91.07","1","Background","Rural","8.2060","44.3970","450.0","","","","E1a/validated data AQ e-Reporting","10/02/2026 23:03:46","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2155A_6001_BETA_2014-09-01_00_00_00.parquet","hour"
"Italy","NET.IT127A","PROVINCIA DI SAVONA","IT2155A","CENGIO - RIO PARASACCO","SPO.IT2155A_6001_BETA_2014-09-01_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-hr-per50","1 year 50 percentile","2023","6.400","ug/m3","91.07","1","Background","Rural","8.2060","44.3970","450.0","","","","E1a/validated data AQ e-Reporting","10/02/2026 23:03:53","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2155A_6001_BETA_2014-09-01_00_00_00.parquet","hour"
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT2219A","Acerra scuola Caporale","SPO.IT2219A_6001_BETA_2015-01-01_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2023","21.155","ug/m3","95.58","1","Background","Urban","14.3698","40.9411","27.0","","","","E1a/validated data AQ e-Reporting","10/02/2026 23:01:07","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2219A_6001_BETA_2015-01-01_00_00_00.parquet","hour"
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT2270A","Portici parco reggia","SPO.IT2270A_6001_BETA_2016-07-01_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2023","10.706","ug/m3","96.02","1","Background","Urban","14.3493","40.8159","75.0","Napoli (greater city)                                                           ","IT003K1                                           ","2855958","E1a/validated data AQ e-Reporting","10/02/2026 23:01:07","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2270A_6001_BETA_2016-07-01_00_00_00.parquet","hour"
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT2270A","Portici parco reggia","SPO.IT2270A_6001_BETA_2016-07-01_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-day-per50","1 year 50 %ile of daily values in a year","2023","9.475","ug/m3","94.52","1","Background","Urban","14.3493","40.8159","75.0","Napoli (greater city)                                                           ","IT003K1                                           ","2855958","E1a/validated data AQ e-Reporting","10/02/2026 23:02:14","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2270A_6001_BETA_2016-07-01_00_00_00.parquet","hour"
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT0934A","Via Mustilli","SPO.IT0934A_6001_BETA_2016-10-05_21:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-hr-max","1 year hour max","2023","110.400","ug/m3","93.80","1","Traffic","Urban","14.7894","41.1315","159.0","","","","E1a/validated data AQ e-Reporting","10/02/2026 23:03:19","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT0934A_6001_BETA_2016-10-05_21_00_00.parquet","hour"
"Italy","NET.IT123A","PROVINCIA DELLA SPEZIA","IT1536A","MAGGIOLINA - LA SPEZIA","SPO.IT1536A_6001_BETA_2015-01-01_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-day-min","1 year day min","2023","1.452","ug/m3","98.08","1","Background","Urban","9.8439","44.1160","6.0","La Spezia                                                                       ","IT036C1                                           ","92550","E1a/validated data AQ e-Reporting","10/02/2026 23:02:04","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT1536A_6001_BETA_2015-01-01_00_00_00.parquet","hour"
"Italy","NET.IT123A","PROVINCIA DELLA SPEZIA","IT1536A","MAGGIOLINA - LA SPEZIA","SPO.IT1536A_6001_BETA_2015-01-01_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P3Y","3 subsequent calendar years mean","2023","10.445","ug/m3","95.57","1","Background","Urban","9.8439","44.1160","6.0","La Spezia                                                                       ","IT036C1                                           ","92550","E1a/validated data AQ e-Reporting","10/02/2026 23:04:51","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT1536A_6001_BETA_2015-01-01_00_00_00.parquet","hour"
"Italy","NET.IT112A","Regione Lazio","IT2254A","Allumiere Aldo Moro","SPO.IT2254A_6001_BETA_2016-06-02_00:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-day-per50","1 year 50 %ile of daily values in a year","2023","8.400","ug/m3","98.63","1","Background","Rural","11.9000","42.1610","465.0","","","","E1a/validated data AQ e-Reporting","10/02/2026 23:02:14","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT2254A_6001_BETA_2016-06-02_00_00_00.parquet","day"
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT0934A","Via Mustilli","SPO.IT0934A_6001_BETA_2016-10-05_21:00:00","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y-3daysAbove50","3 consecutive days in exceedance of 50","2023","0.000","count","92.60","1","Traffic","Urban","14.7894","41.1315","159.0","","","","E1a/validated data AQ e-Reporting","10/02/2026 23:01:17","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT0934A_6001_BETA_2016-10-05_21_00_00.parquet","hour"
